id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,quality
1773,6.599999905,0.324999988,0.49000001,7.699999809,0.048999999,53,217,0.995999992,3.160000086,0.400000006,9.300000191,white,5
1775,7.5,0.379999995,0.479999989,2.599999905,0.072999999,22,84,0.997200012,3.319999933,0.699999988,9.600000381,red,4
1776,6.800000191,0.300000012,0.239999995,6.599999905,0.123000003,35,116,0.995299995,3.069999933,0.479999989,9.399999619,white,5
1805,7.099999905,0.300000012,0.49000001,1.600000024,0.045000002,31,100,0.994199991,3.400000095,0.589999974,10.19999981,white,5
1814,7,0.159999996,0.319999993,8.300000191,0.045000002,38,126,0.995800018,3.210000038,0.340000004,9.199999809,white,5
1815,6.300000191,0.300000012,0.340000004,1.600000024,0.048999999,14,132,0.994000018,3.299999952,0.49000001,9.5,white,6
1830,6.400000095,0.379999995,0.140000001,2.200000048,0.037999999,15,25,0.995140016,3.440000057,0.649999976,11.10000038,red,6
1834,6,0.540000021,0.059999999,1.799999952,0.050000001,38,89,0.992359996,3.299999952,0.5,10.55000019,red,6
1837,10,0.409999996,0.449999988,6.199999809,0.071000002,6,14,0.997020006,3.210000038,0.49000001,11.80000019,red,7
1847,6.400000095,0.400000006,0.189999998,3.200000048,0.033,28,124,0.990400016,3.220000029,0.540000021,12.69999981,white,7
1859,6.5,0.629999995,0.330000013,1.799999952,0.059,16,28,0.995310009,3.359999895,0.639999986,10.10000038,red,6
1863,6.099999905,0.600000024,0,1.299999952,0.041999999,24,79,0.993700027,3.309999943,0.379999995,9.399999619,white,4
1867,5.5,0.319999993,0.449999988,4.900000095,0.028000001,25,191,0.992200017,3.50999999,0.49000001,11.5,white,7
1877,5.400000095,0.589999974,0.07,7,0.045000002,36,147,0.994400024,3.339999914,0.569999993,9.699999809,white,6
1880,9.199999809,0.629999995,0.209999993,2.700000048,0.097000003,29,65,0.99879998,3.279999971,0.579999983,9.600000381,red,5
1881,6.599999905,0.230000004,0.289999992,14.44999981,0.057,29,144,0.997560024,3.329999924,0.540000021,10.19999981,white,6
1882,8.699999809,0.230000004,0.319999993,13.39999962,0.044,35,169,0.999750018,3.119999886,0.469999999,8.800000191,white,7
1888,9.800000191,0.25,0.74000001,10,0.056000002,36,225,0.997699976,3.059999943,0.430000007,10,white,4
1892,6.099999905,0.180000007,0.360000014,2,0.037999999,20,249.5,0.992299974,3.369999886,0.790000021,11.30000019,white,6
1896,6.099999905,0.529999971,0.079999998,1.899999976,0.077,24,45,0.995280027,3.599999905,0.680000007,10.30000019,red,6
1898,10.19999981,0.670000017,0.389999986,1.899999976,0.054000001,6,17,0.997600019,3.170000076,0.469999999,10,red,5
1899,6.900000095,0.289999992,0.400000006,19.45000076,0.043000001,36,156,0.999599993,2.930000067,0.469999999,8.899999619,white,5
1908,7.300000191,0.389999986,0.370000005,1.100000024,0.043000001,36,113,0.990999997,3.390000105,0.479999989,12.69999981,white,8
1921,5.900000095,0.460000008,0,1.899999976,0.077,25,44,0.993849993,3.5,0.529999971,11.19999981,red,5
1928,6.400000095,0.349999994,0.200000003,5.699999809,0.034000002,18,117,0.994400024,3.329999924,0.430000007,10.10000038,white,5
1944,6.199999809,0.310000002,0.25999999,4.800000191,0.037,36,148,0.992799997,3.210000038,0.409999996,10.39999962,white,6
1954,9.199999809,0.140000001,0.370000005,1.100000024,0.034000002,36,84,0.991360009,3.049999952,0.550000012,11.60000038,white,6
1958,6.599999905,0.439999998,0.090000004,2.200000048,0.063000001,9,18,0.994440019,3.420000076,0.689999998,11.30000019,red,6
1960,6.599999905,0.460000008,0.49000001,7.400000095,0.052000001,19,184,0.995599985,3.109999895,0.379999995,9,white,5
1970,7.099999905,0.230000004,0.349999994,16.5,0.039999999,60,171,0.999000013,3.160000086,0.589999974,9.100000381,white,6
2007,8.5,0.319999993,0.419999987,2.299999952,0.075000003,12,19,0.994340003,3.140000105,0.709999979,11.80000019,red,7
2010,9.399999619,0.685000002,0.109999999,2.700000048,0.077,6,31,0.998399973,3.190000057,0.699999988,10.10000038,red,6
2029,6.599999905,0.379999995,0.180000007,1.200000048,0.041999999,20,84,0.992699981,3.220000029,0.449999988,10.10000038,white,4
2045,7.599999905,0.300000012,0.419999987,2,0.052000001,6,24,0.996299982,3.440000057,0.819999993,11.89999962,red,6
2057,5.800000191,0.400000006,0.419999987,4.400000095,0.046999998,38.5,245,0.993700027,3.25,0.569999993,9.600000381,white,6
2071,6.300000191,0.479999989,0.039999999,1.100000024,0.046,30,99,0.992799997,3.24000001,0.360000014,9.600000381,white,6
2075,9.800000191,0.439999998,0.469999999,2.5,0.063000001,9,28,0.998099983,3.24000001,0.649999976,10.80000019,red,6
2076,5.400000095,0.579999983,0.079999998,1.899999976,0.059,20,31,0.994840026,3.5,0.639999986,10.19999981,red,6
2087,5.300000191,0.300000012,0.200000003,1.100000024,0.077,48,166,0.994400024,3.299999952,0.540000021,8.699999809,white,4
2095,6.599999905,0.545000017,0.039999999,2.5,0.030999999,48,111,0.99059999,3.140000105,0.319999993,11.89999962,white,5
2097,6.199999809,0.50999999,0.140000001,1.899999976,0.056000002,15,34,0.993960023,3.480000019,0.569999993,11.5,red,6
2120,7.199999809,0.620000005,0.01,2.299999952,0.064999998,8,46,0.993319988,3.319999933,0.50999999,11.80000019,red,6
2126,7.199999809,0.230000004,0.319999993,8.5,0.057999998,47,186,0.995599985,3.190000057,0.400000006,9.899999619,white,6
2144,7.300000191,0.280000001,0.419999987,14.39999962,0.039999999,49,173,0.99940002,3.279999971,0.819999993,9,white,7
2153,6,0.395000011,0,1.399999976,0.041999999,7,55,0.991349995,3.369999886,0.379999995,11.19999981,white,4
2156,7.599999905,0.349999994,0.600000024,2.599999905,0.072999999,23,44,0.996559978,3.380000114,0.790000021,11.10000038,red,6
2158,6,0.519999981,0.330000013,7.699999809,0.046,24,119,0.992240012,3.039999962,0.379999995,11,white,6
2168,7.5,0.379999995,0.569999993,2.299999952,0.105999999,5,12,0.99605,3.359999895,0.550000012,11.39999962,red,6
2172,6,0.579999983,0.200000003,2.400000095,0.075000003,15,50,0.994669974,3.579999924,0.670000017,12.5,red,6
2174,9.5,0.779999971,0.219999999,1.899999976,0.077,6,32,0.99879998,3.25999999,0.560000002,10.60000038,red,6
2192,5.199999809,0.600000024,0.07,7,0.044,33,147,0.994400024,3.329999924,0.579999983,9.699999809,white,5
2195,8.100000381,0.219999999,0.430000007,1.5,0.044,28,129,0.993799984,3.220000029,0.449999988,11,white,6
2201,8,0.419999987,0.360000014,5,0.037,34,101,0.991999984,3.130000114,0.569999993,12.30000019,white,7
2227,10.39999962,0.340000004,0.579999983,3.700000048,0.173999995,6,16,0.996999979,3.190000057,0.699999988,11.30000019,red,6
2231,6.400000095,0.25999999,0.419999987,9.699999809,0.044,30,140,0.996200025,3.180000067,0.469999999,9.100000381,white,6
2242,6.599999905,0.209999993,0.310000002,11.39999962,0.039000001,46,165,0.997950017,3.410000086,0.439999998,9.800000191,white,7
2277,6.099999905,0.409999996,0.140000001,10.39999962,0.037,18,119,0.995999992,3.380000114,0.449999988,10,white,5
2278,6.699999809,0.264999986,0.219999999,8.600000381,0.048,54,198,0.995500028,3.25,0.409999996,10.19999981,white,5
2281,9.199999809,0.430000007,0.519999981,2.299999952,0.082999997,14,23,0.997600019,3.349999905,0.610000014,11.30000019,red,6
2282,7.900000095,0.540000021,0.340000004,2.5,0.075999998,8,17,0.992349982,3.200000048,0.720000029,13.10000038,red,8
2291,6.5,0.219999999,0.270000011,1.600000024,0.039000001,36,116,0.991779983,3.380000114,0.569999993,11,white,7
2294,7.099999905,0.150000006,0.340000004,1,0.033,27,73,0.989740014,3.24000001,0.409999996,12.19999981,white,6
2301,5.900000095,0.439999998,0,1.600000024,0.041999999,3,11,0.994400024,3.480000019,0.850000024,11.69999981,red,6
2302,6.599999905,0.379999995,0.360000014,9.199999809,0.061000001,42,214,0.997600019,3.309999943,0.560000002,9.399999619,white,5
2315,8.100000381,0.280000001,0.400000006,6.900000095,0.050000001,30,97,0.995100021,3.25999999,0.439999998,10.10000038,white,6
2320,6.900000095,0.230000004,0.400000006,7.5,0.039999999,50,151,0.992699981,3.109999895,0.270000011,11.39999962,white,6
2324,7,0.170000002,0.330000013,4,0.034000002,17,127,0.993399978,3.190000057,0.389999986,10.60000038,white,7
2327,8.5,0.280000001,0.349999994,1.700000048,0.061000001,6,15,0.995239973,3.299999952,0.74000001,11.80000019,red,7
2332,7.150000095,0.170000002,0.239999995,9.600000381,0.119000003,56,178,0.995779991,3.150000095,0.439999998,10.19999981,white,6
2337,6.099999905,0.125,0.25,3.299999952,0.039999999,10,69,0.993399978,3.539999962,0.589999974,10.10000038,white,6
2341,7.199999809,0.189999998,0.310000002,1.600000024,0.061999999,31,173,0.991699994,3.349999905,0.439999998,11.69999981,white,6
2350,8.399999619,0.670000017,0.189999998,2.200000048,0.093000002,11,75,0.997359991,3.200000048,0.589999974,9.199999809,red,4
2354,8.199999809,0.439999998,0.239999995,2.299999952,0.063000001,10,28,0.99612999,3.25,0.529999971,10.19999981,red,6
2361,7.400000095,0.159999996,0.300000012,13.69999981,0.056000002,33,168,0.998250008,2.900000095,0.439999998,8.699999809,white,7
2364,6.599999905,0.239999995,0.270000011,1.399999976,0.057,33,152,0.993399978,3.220000029,0.560000002,9.5,white,6
2376,7.800000191,0.49000001,0.49000001,7,0.043000001,29,149,0.995199978,3.210000038,0.330000013,10,white,5
2382,8.300000191,0.270000011,0.449999988,1.299999952,0.048,8,72,0.994400024,3.079999924,0.610000014,10.30000019,white,4
2383,7.199999809,0.449999988,0.150000006,2,0.078000002,10,28,0.996089995,3.289999962,0.50999999,9.899999619,red,6
2394,6.400000095,0.790000021,0.039999999,2.200000048,0.061000001,11,17,0.995880008,3.529999971,0.649999976,10.39999962,red,6
2397,6.099999905,0.340000004,0.270000011,2.599999905,0.024,20,105,0.99059999,3.400000095,0.670000017,12.19999981,white,7
2399,6.199999809,0.699999988,0.150000006,5.099999905,0.075999998,13,27,0.996219993,3.539999962,0.600000024,11.89999962,red,6
2405,5.800000191,0.230000004,0.310000002,3.5,0.044,35,158,0.989979982,3.190000057,0.370000005,12.10000038,white,7
2418,6.599999905,0.319999993,0.25999999,7.699999809,0.054000001,56,209,0.996100008,3.170000076,0.449999988,8.800000191,white,5
2421,6.800000191,0.280000001,0.360000014,8,0.045000002,28,123,0.992799997,3.019999981,0.370000005,11.39999962,white,6
2424,8,0.550000012,0.170000002,8.199999809,0.039999999,13,60,0.995599985,3.089999914,0.300000012,9.5,white,4
2425,6.599999905,0.550000012,0.01,2.700000048,0.034000002,56,122,0.99059999,3.150000095,0.300000012,11.89999962,white,5
2430,6.300000191,0.230000004,0.330000013,1.5,0.035999998,15,105,0.990999997,3.319999933,0.419999987,11.19999981,white,6
2433,7.099999905,0.144999996,0.330000013,4.599999905,0.050000001,33,131,0.994199991,3.279999971,0.400000006,9.600000381,white,6
2441,6.199999809,0.319999993,0.159999996,7,0.045000002,30,136,0.994899988,3.180000067,0.469999999,9.600000381,white,6
2444,6.400000095,0.330000013,0.239999995,1.600000024,0.054000001,25,117,0.994300008,3.359999895,0.5,9.300000191,white,5
2468,4.800000191,0.289999992,0.230000004,1.100000024,0.044,38,180,0.989239991,3.279999971,0.340000004,11.89999962,white,6
2483,12,0.629999995,0.5,1.399999976,0.071000002,6,26,0.997910023,3.069999933,0.600000024,10.39999962,red,4
2486,5.199999809,0.239999995,0.449999988,3.799999952,0.027000001,21,128,0.991999984,3.549999952,0.49000001,11.19999981,white,8
2488,7.400000095,0.159999996,0.300000012,13.69999981,0.056000002,33,168,0.998250008,2.900000095,0.439999998,8.699999809,white,7
2494,7.699999809,0.310000002,0.25999999,7.800000191,0.030999999,23,90,0.994400024,3.130000114,0.5,10.39999962,white,5
2506,7.199999809,0.209999993,0.370000005,1.600000024,0.048999999,23,94,0.992399991,3.160000086,0.479999989,10.89999962,white,7
2513,12.30000019,0.389999986,0.629999995,2.299999952,0.090999998,6,18,1.000399947,3.160000086,0.49000001,9.5,red,5
2527,6.400000095,0.125,0.289999992,5.849999905,0.041999999,24,99,0.991999984,3.230000019,0.319999993,12,white,7
2537,7.199999809,0.370000005,0.150000006,2,0.028999999,27,87,0.9903,3.299999952,0.589999974,12.60000038,white,7
2538,7.400000095,0.200000003,0.360000014,1.200000048,0.037999999,44,111,0.992600024,3.359999895,0.340000004,9.899999619,white,6
2543,6.099999905,0.340000004,0.310000002,12,0.052999999,46,238,0.997699976,3.160000086,0.479999989,8.600000381,white,5
2589,7.199999809,0.239999995,0.270000011,1.399999976,0.037999999,31,122,0.992699981,3.150000095,0.460000008,10.30000019,white,6
2591,6.300000191,0.330000013,0.270000011,1.200000048,0.046,34,175,0.993399978,3.369999886,0.540000021,9.399999619,white,6
2599,8.5,0.239999995,0.389999986,10.39999962,0.044,20,142,0.997399986,3.200000048,0.529999971,10,white,6
2609,6.900000095,0.180000007,0.360000014,1.299999952,0.035999998,40,117,0.993399978,3.269999981,0.949999988,9.5,white,7
2613,6.800000191,0.769999981,0,1.799999952,0.066,34,52,0.997600019,3.619999886,0.680000007,9.899999619,red,5
2616,7.5,0.270000011,0.360000014,7,0.035999998,45,164,0.993900001,3.029999971,0.330000013,11,white,5
2624,7.5,0.589999974,0.219999999,1.799999952,0.082000002,43,60,0.994989991,3.099999905,0.419999987,9.199999809,red,5
2634,6.800000191,0.814999998,0,1.200000048,0.26699999,16,29,0.994710028,3.319999933,0.50999999,9.800000191,red,3
2646,7.699999809,0.280000001,0.389999986,8.899999619,0.035999998,8,117,0.993499994,3.059999943,0.379999995,12,white,7
2652,6.199999809,0.119999997,0.340000004,1.5,0.045000002,43,117,0.993900001,3.420000076,0.50999999,9,white,6
2657,10.30000019,0.170000002,0.469999999,1.399999976,0.037,5,33,0.993900001,2.890000105,0.280000001,9.600000381,white,3
2668,7.800000191,0.49000001,0.49000001,7,0.043000001,29,149,0.995199978,3.210000038,0.330000013,10,white,5
2682,7.300000191,0.300000012,0.74000001,13.5,0.039000001,46,165,0.998199999,3.019999981,0.400000006,8.699999809,white,5
2696,6.400000095,0.180000007,0.349999994,1,0.045000002,39,108,0.991100013,3.309999943,0.349999994,10.89999962,white,6
2710,6.599999905,0.379999995,0.150000006,4.599999905,0.044,25,78,0.993099988,3.109999895,0.379999995,10.19999981,white,6
2716,6.099999905,0.639999986,0.02,2.400000095,0.068999998,26,46,0.993579984,3.470000029,0.449999988,11,red,5
2725,6.900000095,0.319999993,0.25999999,8.300000191,0.052999999,32,180,0.996500015,3.25,0.50999999,9.199999809,white,6
2732,5.800000191,0.330000013,0.230000004,5,0.052999999,29,106,0.994579971,3.130000114,0.519999981,9,white,5
2739,6.400000095,0.230000004,0.389999986,1.799999952,0.032000002,23,118,0.99119997,3.319999933,0.5,11.80000019,white,6
2748,6.900000095,0.289999992,0.230000004,8.600000381,0.056000002,56,215,0.996699989,3.170000076,0.439999998,8.800000191,white,5
2755,7.800000191,0.550000012,0.349999994,2.200000048,0.074000001,21,66,0.997399986,3.25,0.560000002,9.199999809,red,5
2761,6.900000095,0.119999997,0.360000014,2.200000048,0.037,18,111,0.991900027,3.410000086,0.819999993,11.89999962,white,8
2765,8,0.25999999,0.360000014,2,0.054000001,30,121,0.991999984,3.089999914,0.720000029,11.60000038,white,7
2773,11.89999962,0.400000006,0.649999976,2.150000095,0.068000004,7,27,0.99879998,3.059999943,0.680000007,11.30000019,red,6
2778,6.300000191,0.389999986,0.239999995,6.900000095,0.068999998,9,117,0.994199991,3.150000095,0.349999994,10.19999981,white,4
2779,6.800000191,0.25999999,0.239999995,7.800000191,0.052000001,54,214,0.996100008,3.130000114,0.469999999,8.899999619,white,5
2784,7.199999809,0.685000002,0.209999993,9.5,0.07,33,172,0.997099996,3,0.550000012,9.100000381,white,6
2786,9.300000191,0.389999986,0.400000006,2.599999905,0.072999999,10,26,0.998399973,3.339999914,0.75,10.19999981,red,6
2791,6.900000095,0.25,0.25999999,5.199999809,0.024,36,135,0.994799972,3.160000086,0.720000029,10.69999981,white,7
2800,6.900000095,0.189999998,0.349999994,1.700000048,0.035999998,33,101,0.993149996,3.210000038,0.540000021,10.80000019,white,7
2806,5.900000095,0.444999993,0.25999999,1.399999976,0.027000001,23,109,0.991479993,3.299999952,0.360000014,10.5,white,6
2807,7.800000191,0.519999981,0.25,1.899999976,0.081,14,38,0.998399973,3.430000067,0.649999976,9,red,6
2813,7,0.550000012,0.129999995,2.200000048,0.075000003,15,35,0.995899975,3.359999895,0.589999974,9.699999809,red,6
2820,6.5,0.899999976,0,1.600000024,0.052000001,9,17,0.994669974,3.5,0.629999995,10.89999962,red,6
2823,6.699999809,0.300000012,0.439999998,18.75,0.057,65,224,0.999559999,3.109999895,0.529999971,9.100000381,white,5
2834,6.800000191,0.219999999,0.239999995,4.900000095,0.092,30,123,0.995100021,3.029999971,0.460000008,8.600000381,white,6
2836,6.699999809,0.189999998,0.409999996,15.60000038,0.056000002,75,155,0.999499977,3.200000048,0.439999998,8.800000191,white,6
2853,5.800000191,0.230000004,0.310000002,4.5,0.046,42,124,0.993239999,3.309999943,0.639999986,10.80000019,white,6
2856,6.699999809,0.270000011,0.25,8,0.052999999,54,202,0.996100008,3.220000029,0.430000007,9.300000191,white,5
2864,10.60000038,0.360000014,0.569999993,2.299999952,0.086999997,6,20,0.996760011,3.140000105,0.720000029,11.10000038,red,7
2869,6.099999905,0.289999992,0.270000011,1.700000048,0.024,13,76,0.989300013,3.210000038,0.50999999,12.60000038,white,7
2873,6.900000095,0.25,0.300000012,4.099999905,0.054000001,23,116,0.994000018,2.99000001,0.379999995,9.399999619,white,6
2875,6.900000095,0.289999992,0.400000006,19.45000076,0.043000001,36,156,0.999599993,2.930000067,0.469999999,8.899999619,white,5
2882,6,0.430000007,0.340000004,7.599999905,0.045000002,25,118,0.992219985,3.029999971,0.370000005,11,white,6
2884,7.5,0.340000004,0.349999994,6,0.034000002,12,126,0.992399991,3.160000086,0.389999986,12,white,7
2899,5.099999905,0.50999999,0.180000007,2.099999905,0.041999999,16,101,0.992399991,3.460000038,0.870000005,12.89999962,red,7
2900,5.699999809,0.409999996,0.209999993,1.899999976,0.048,30,112,0.991379976,3.289999962,0.550000012,11.19999981,white,6
2910,7.900000095,0.660000026,0,1.399999976,0.096000001,6,13,0.995689988,3.430000067,0.579999983,9.5,red,5
2912,7.5,0.579999983,0.560000002,3.099999905,0.152999997,5,14,0.994759977,3.210000038,1.029999971,11.60000038,red,6
2913,7.099999905,0.660000026,0,2.400000095,0.052000001,6,11,0.993179977,3.349999905,0.660000026,12.69999981,red,7
2923,6.900000095,0.409999996,0.219999999,4.199999809,0.030999999,10,102,0.992999971,3,0.860000014,11.60000038,white,4
2925,7.199999809,0.605000019,0.02,1.899999976,0.096000001,10,31,0.995000005,3.460000038,0.529999971,11.80000019,red,6
2933,7.400000095,0.159999996,0.300000012,13.69999981,0.056000002,33,168,0.998250008,2.900000095,0.439999998,8.699999809,white,7
2935,6.5,0.180000007,0.330000013,8,0.050999999,16,131,0.996500015,3.279999971,0.439999998,8.699999809,white,7
2937,6.5,0.079999998,0.330000013,1.899999976,0.028000001,23,93,0.990999997,3.339999914,0.699999988,12,white,7
2938,7.400000095,0.340000004,0.419999987,1.100000024,0.033,17,171,0.991699994,3.119999886,0.529999971,11.30000019,white,6
2947,6.900000095,0.129999995,0.280000001,13.30000019,0.050000001,47,132,0.996550024,3.339999914,0.419999987,10.10000038,white,6
2948,8.100000381,0.430000007,0.419999987,6.599999905,0.033,36,141,0.99180001,2.980000019,0.389999986,13.30000019,white,7
2951,5.599999905,0.200000003,0.360000014,2.5,0.048,16,125,0.992820024,3.49000001,0.49000001,10,white,6
2954,6.800000191,0.469999999,0.079999998,2.200000048,0.064000003,18,38,0.995530009,3.299999952,0.649999976,9.600000381,red,6
2968,7.800000191,0.280000001,0.49000001,1.299999952,0.046,27,142,0.993600011,3.089999914,0.589999974,10.19999981,white,5
2971,6.599999905,0.409999996,0.159999996,1.399999976,0.037,28,160,0.991670012,2.950000048,0.449999988,10.60000038,white,6
2979,6.300000191,0.600000024,0.439999998,11,0.050000001,50,245,0.997200012,3.190000057,0.569999993,9.300000191,white,4
2982,7.400000095,0.200000003,0.349999994,2.099999905,0.037999999,30,116,0.994899988,3.49000001,0.769999981,10.30000019,white,7
2991,6.900000095,0.839999974,0.209999993,4.099999905,0.074000001,16,65,0.99842,3.529999971,0.720000029,9.25,red,6
3017,6.400000095,0.469999999,0.400000006,2.400000095,0.071000002,8,19,0.996299982,3.559999943,0.730000019,10.60000038,red,6
3025,7.099999905,0.439999998,0.620000005,11.80000019,0.044,52,152,0.997500002,3.119999886,0.460000008,8.699999809,white,6
3034,7.300000191,0.430000007,0.239999995,2.5,0.078000002,27,67,0.996479988,3.599999905,0.589999974,11.10000038,red,6
3038,5.800000191,0.540000021,0,1.399999976,0.033,40,107,0.989180028,3.25999999,0.349999994,12.39999962,white,5
3044,7.900000095,0.289999992,0.49000001,2.200000048,0.096000001,21,59,0.99713999,3.309999943,0.670000017,10.10000038,red,6
3053,7.199999809,0.300000012,0.25999999,1.5,0.041000001,46,178,0.991540015,3.190000057,0.560000002,11.30000019,white,6
3066,6.599999905,0.25999999,0.310000002,4.800000191,0.137999997,41,168,0.995100021,3.200000048,0.379999995,9.300000191,white,5
3071,5.900000095,0.219999999,0.300000012,1.299999952,0.052000001,42,86,0.990689993,3.309999943,0.469999999,11.55000019,white,6
3072,7,0.230000004,0.349999994,1.399999976,0.035999998,31,113,0.99119997,3.160000086,0.479999989,10.80000019,white,7
3083,7.800000191,0.519999981,0.25,1.899999976,0.081,14,38,0.998399973,3.430000067,0.649999976,9,red,6
3087,5.800000191,0.25999999,0.180000007,1.200000048,0.030999999,40,114,0.990800023,3.420000076,0.400000006,11,white,7
3097,8.199999809,0.230000004,0.400000006,1.200000048,0.027000001,36,121,0.991999984,3.119999886,0.379999995,10.69999981,white,6
3111,7,0.310000002,0.25999999,7.400000095,0.068999998,28,160,0.995400012,3.130000114,0.460000008,9.800000191,white,6
3140,7.5,0.319999993,0.239999995,4.599999905,0.052999999,8,134,0.995800018,3.140000105,0.5,9.100000381,white,3
3149,7.5,0.579999983,0.140000001,2.200000048,0.077,27,60,0.996299982,3.279999971,0.589999974,9.800000191,red,5
3152,7.5,0.685000002,0.07,2.5,0.057999998,5,9,0.996320009,3.380000114,0.550000012,10.89999962,red,4
3156,6.699999809,0.189999998,0.360000014,1.100000024,0.026000001,63,143,0.99119997,3.269999981,0.479999989,11,white,6
3157,7.900000095,0.460000008,0.319999993,4.099999905,0.033,40,138,0.99119997,3.180000067,0.439999998,12.80000019,white,7
3164,10.19999981,0.644999981,0.360000014,1.799999952,0.052999999,5,14,0.998199999,3.170000076,0.419999987,10,red,6
3168,6,0.189999998,0.25999999,12.39999962,0.048,50,147,0.997200012,3.299999952,0.360000014,8.899999619,white,6
3173,7.400000095,0.170000002,0.400000006,5.5,0.037,34,161,0.993499994,3.049999952,0.620000005,11.5,white,4
3188,7.699999809,0.280000001,0.330000013,6.699999809,0.037,32,155,0.995100021,3.390000105,0.620000005,10.69999981,white,7
3204,6.699999809,0.300000012,0.439999998,18.5,0.057,65,224,0.999559999,3.109999895,0.529999971,9.100000381,white,5
3214,7.5,0.379999995,0.569999993,2.299999952,0.105999999,5,12,0.99605,3.359999895,0.550000012,11.39999962,red,6
3222,6.699999809,0.400000006,0.219999999,8.800000191,0.052000001,24,113,0.995760024,3.220000029,0.449999988,9.399999619,white,5
3245,6.900000095,0.239999995,0.349999994,1,0.052000001,35,146,0.992999971,3.450000048,0.439999998,10,white,6
3249,11.89999962,0.379999995,0.50999999,2,0.120999999,7,20,0.999599993,3.24000001,0.75999999,10.39999962,red,6
3256,7,0.150000006,0.379999995,2.200000048,0.046999998,33,96,0.992799997,3.130000114,0.389999986,10.39999962,white,8
3267,7.900000095,0.25,0.289999992,5.300000191,0.030999999,33,117,0.99180001,3.059999943,0.319999993,11.80000019,white,7
3271,7.5,0.170000002,0.439999998,11.30000019,0.046,65,146,0.996999979,3.170000076,0.449999988,10,white,6
3274,6.099999905,0.409999996,0,1.600000024,0.063000001,36,87,0.991400003,3.269999981,0.670000017,10.80000019,white,6
3284,7.400000095,0.239999995,0.419999987,14,0.066,48,198,0.997900009,2.890000105,0.419999987,8.899999619,white,6
3297,6.900000095,0.189999998,0.280000001,5,0.057999998,14,146,0.995199978,3.289999962,0.360000014,9.100000381,white,6
3347,10.60000038,0.280000001,0.389999986,15.5,0.068999998,6,23,1.002599955,3.119999886,0.660000026,9.199999809,red,5
3349,6.699999809,0.310000002,0.419999987,6.400000095,0.057,25,148,0.995500028,3.160000086,0.449999988,9.600000381,white,5
3352,7.300000191,0.219999999,0.400000006,14.75,0.041999999,44.5,129.5,0.999800026,3.359999895,0.409999996,9.100000381,white,7
3355,6.900000095,0.74000001,0.029999999,2.299999952,0.054000001,7,16,0.995079994,3.450000048,0.629999995,11.5,red,6
3357,5.800000191,0.239999995,0.389999986,1.5,0.054000001,37,158,0.993200004,3.210000038,0.519999981,9.300000191,white,6
3364,7.400000095,0.159999996,0.300000012,13.69999981,0.056000002,33,168,0.998250008,2.900000095,0.439999998,8.699999809,white,7
3382,7.199999809,0.230000004,0.389999986,2.299999952,0.033,29,102,0.990800023,3.25999999,0.540000021,12.30000019,white,7
3391,7.400000095,0.270000011,0.479999989,1.100000024,0.046999998,17,132,0.991400003,3.190000057,0.49000001,11.60000038,white,6
3405,6.599999905,0.25,0.389999986,1.450000048,0.039999999,40,89,0.991100013,3.349999905,0.400000006,11.39999962,white,7
3409,5.199999809,0.310000002,0.200000003,2.400000095,0.027000001,27,117,0.988860011,3.559999943,0.449999988,13,white,7
3418,7,0.170000002,0.370000005,1.5,0.028000001,26,75,0.992200017,3.299999952,0.460000008,10.80000019,white,7
3421,7.599999905,0.469999999,0.49000001,13,0.238999993,42,220,0.99879998,2.960000038,0.50999999,9.199999809,white,5
3452,7.5,0.129999995,0.379999995,1.100000024,0.023,42,104,0.991119981,3.279999971,0.529999971,11.80000019,white,6
3464,8.300000191,0.845000029,0.01,2.200000048,0.07,5,14,0.996699989,3.319999933,0.579999983,11,red,4
3471,7.900000095,0.409999996,0.370000005,4.5,0.029999999,40,114,0.991999984,3.170000076,0.540000021,12.39999962,white,7
3488,7.599999905,0.270000011,0.289999992,2.5,0.059,37,115,0.993279994,3.089999914,0.370000005,9.800000191,white,5
3492,9.399999619,0.159999996,0.300000012,1.399999976,0.041999999,26,176,0.995400012,3.150000095,0.460000008,9.100000381,white,5
3502,7.900000095,0.280000001,0.409999996,2,0.044,50,152,0.993399978,3.450000048,0.49000001,10.69999981,white,8
3506,7.099999905,0.319999993,0.239999995,13.10000038,0.050000001,52,204,0.998000026,3.099999905,0.49000001,8.800000191,white,5
3507,6.599999905,0.280000001,0.419999987,8.199999809,0.044,60,196,0.995620012,3.140000105,0.479999989,9.399999619,white,5
3514,11.80000019,0.230000004,0.379999995,11.10000038,0.034000002,15,123,0.99970001,2.930000067,0.550000012,9.699999809,white,3
3525,8.300000191,0.280000001,0.400000006,7.800000191,0.041000001,38,194,0.997600019,3.339999914,0.50999999,9.600000381,white,6
3528,7.099999905,0.159999996,0.360000014,1.200000048,0.043000001,21,90,0.992500007,3.160000086,0.419999987,11,white,7
3534,7.199999809,0.230000004,0.379999995,14.30000019,0.057999998,55,194,0.997900009,3.089999914,0.439999998,9,white,6
3538,6.599999905,0.855000019,0.02,2.400000095,0.061999999,15,23,0.996270001,3.539999962,0.600000024,11,red,6
